Original_ID,Common_name,SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,No_symbol_Value,Assay,Description,Link,Source Type,Source,Citation,Publish_Year
BRD-K45409613,    ,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC,12.38,    ,ER,12.38,ER,12.38,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45409613,    ,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@H](C)[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)OC,7.79,10^-6 cm/s,Papp BA+Inh.,-5.108,Log Papp BA+,7.79,Caco-2,BA_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45888106,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,8.75,    ,ER,8.75,ER,8.75,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45888106,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,2.2,10^-6 cm/s,Papp AB,-5.658,Log Papp AB,2.2,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45888106,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,19.26,10^-6 cm/s,Papp BA,-4.715,Log Papp BA,19.26,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04006812,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,4.73,10^-6 cm/s,Papp AB,-5.325,Log Papp AB,4.73,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04006812,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,29.58,10^-6 cm/s,Papp BA,-4.529,Log Papp BA,29.58,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04006812,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,6.25,    ,ER,6.25,ER,6.25,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K59831227,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c4ccccc4,4,    ,ER,4,ER,4,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K59831227,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c4ccccc4,67.26,10^-6 cm/s,Papp BA,-4.172,Log Papp BA,67.26,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K59831227,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)c4ccccc4,16.81,10^-6 cm/s,Papp AB,-4.774,Log Papp AB,16.81,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K60363992,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c4ccccc4,12.1,10^-6 cm/s,Papp AB,-4.917,Log Papp AB,12.1,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K60363992,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c4ccccc4,55.1,10^-6 cm/s,Papp BA,-4.259,Log Papp BA,55.1,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K60363992,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)c4ccccc4,4.55,    ,ER,4.55,ER,4.55,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,14.59,10^-6 cm/s,Papp AB,-4.836,Log Papp AB,14.59,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,35.37,10^-6 cm/s,Papp BA,-4.451,Log Papp BA,35.37,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,26.47,10^-6 cm/s,Papp AB+Inh.,-4.577,Log Papp AB+,26.47,Caco-2,AB_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,0.58,    ,ER+Inh.,0.58,ER+,0.58,Caco-2,Efflux_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,2.42,    ,ER,2.42,ER,2.42,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K04321001,    ,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,15.41,10^-6 cm/s,Papp BA+Inh.,-4.812,Log Papp BA+,15.41,Caco-2,BA_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,48.35,10^-6 cm/s,Papp AB+Inh.,-4.316,Log Papp AB+,48.35,Caco-2,AB_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,23.03,10^-6 cm/s,Papp BA+Inh.,-4.638,Log Papp BA+,23.03,Caco-2,BA_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,0.48,    ,ER+Inh.,0.48,ER+,0.48,Caco-2,Efflux_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,44.71,10^-6 cm/s,Papp BA,-4.35,Log Papp BA,44.71,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,37.26,10^-6 cm/s,Papp AB,-4.429,Log Papp AB,37.26,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K45850755,    ,CO[C@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,1.2,    ,ER,1.2,ER,1.2,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K18554416,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,44.2,10^-6 cm/s,Papp BA,-4.355,Log Papp BA,44.2,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K18554416,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,2.08,    ,ER,2.08,ER,2.08,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K18554416,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,21.29,10^-6 cm/s,Papp AB,-4.672,Log Papp AB,21.29,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K01071579,    ,CO[C@H]1CC[C@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,19.07,10^-6 cm/s,Papp AB,-4.72,Log Papp AB,19.07,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K01071579,    ,CO[C@H]1CC[C@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,70.25,10^-6 cm/s,Papp BA,-4.153,Log Papp BA,70.25,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K01071579,    ,CO[C@H]1CC[C@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@H]1O2)C#N,3.68,    ,ER,3.68,ER,3.68,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K79324911,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@@H]1O2)C#N,2.28,    ,ER,2.28,ER,2.28,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K79324911,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@@H]1O2)C#N,24.06,10^-6 cm/s,Papp AB,-4.619,Log Papp AB,24.06,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K79324911,    ,CO[C@H]1CC[C@@H]2CCN(C)C(=O)CC3(CCCCC3)CN(C)C(=O)c4cc(ccc4OC[C@@H]1O2)C#N,54.78,10^-6 cm/s,Papp BA,-4.261,Log Papp BA,54.78,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K83836941,    ,Clc1ccc(C[C@@H]2CCn3cc(COC[C@@H](NC2=O)c4ccccc4)nn3)cc1,42.16,10^-6 cm/s,Papp AB,-4.375,Log Papp AB,42.16,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K83836941,    ,Clc1ccc(C[C@@H]2CCn3cc(COC[C@@H](NC2=O)c4ccccc4)nn3)cc1,1.02,    ,ER,1.02,ER,1.02,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K83836941,    ,Clc1ccc(C[C@@H]2CCn3cc(COC[C@@H](NC2=O)c4ccccc4)nn3)cc1,42.85,10^-6 cm/s,Papp BA,-4.368,Log Papp BA,42.85,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K60064462,    ,Clc1cccc(C[C@H]2CCn3cc(COC[C@H](NC2=O)c4ccccc4)nn3)c1,0.69,    ,ER,0.69,ER,0.69,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K60064462,    ,Clc1cccc(C[C@H]2CCn3cc(COC[C@H](NC2=O)c4ccccc4)nn3)c1,51.37,10^-6 cm/s,Papp AB,-4.289,Log Papp AB,51.37,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K60064462,    ,Clc1cccc(C[C@H]2CCn3cc(COC[C@H](NC2=O)c4ccccc4)nn3)c1,35.21,10^-6 cm/s,Papp BA,-4.453,Log Papp BA,35.21,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,16.81,10^-6 cm/s,Papp BA+Inh.,-4.774,Log Papp BA+,16.81,Caco-2,BA_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,2.7,    ,ER,2.7,ER,2.7,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,0.62,    ,ER+Inh.,0.62,ER+,0.62,Caco-2,Efflux_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,15.12,10^-6 cm/s,Papp AB,-4.82,Log Papp AB,15.12,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,40.81,10^-6 cm/s,Papp BA,-4.389,Log Papp BA,40.81,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K19203549,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,27.12,10^-6 cm/s,Papp AB+Inh.,-4.567,Log Papp AB+,27.12,Caco-2,AB_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,5.93,10^-6 cm/s,Papp AB+Inh.,-5.227,Log Papp AB+,5.93,Caco-2,AB_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,6.12,10^-6 cm/s,Papp BA+Inh.,-5.213,Log Papp BA+,6.12,Caco-2,BA_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,5.47,    ,ER,5.47,ER,5.47,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,27.48,10^-6 cm/s,Papp BA,-4.561,Log Papp BA,27.48,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,1.03,    ,ER+Inh.,1.03,ER+,1.03,Caco-2,Efflux_ABBA2point_Inh,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K67090914,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,5.03,10^-6 cm/s,Papp AB,-5.298,Log Papp AB,5.03,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K97086358,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,1.99,    ,ER,1.99,ER,1.99,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K97086358,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,48.32,10^-6 cm/s,Papp BA,-4.316,Log Papp BA,48.32,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K97086358,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,24.27,10^-6 cm/s,Papp AB,-4.615,Log Papp AB,24.27,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K64976146,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,45.28,10^-6 cm/s,Papp BA,-4.344,Log Papp BA,45.28,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K64976146,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,1.53,    ,ER,1.53,ER,1.53,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K64976146,    ,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,29.57,10^-6 cm/s,Papp AB,-4.529,Log Papp AB,29.57,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K61974654,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,0.51,    ,ER,0.51,ER,0.51,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K61974654,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,37.99,10^-6 cm/s,Papp BA,-4.42,Log Papp BA,37.99,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K61974654,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,75.02,10^-6 cm/s,Papp AB,-4.125,Log Papp AB,75.02,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K65415660,    ,C[C@H]1CC(=O)N[C@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,76.82,10^-6 cm/s,Papp AB,-4.115,Log Papp AB,76.82,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K65415660,    ,C[C@H]1CC(=O)N[C@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,40.76,10^-6 cm/s,Papp BA,-4.39,Log Papp BA,40.76,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K65415660,    ,C[C@H]1CC(=O)N[C@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,0.53,    ,ER,0.53,ER,0.53,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K89350470,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,1.04,    ,ER,1.04,ER,1.04,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K89350470,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,44.74,10^-6 cm/s,Papp AB,-4.349,Log Papp AB,44.74,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K89350470,    ,C[C@H]1CC(=O)N[C@@H](C\C=C/C[C@@H](NC1=O)c2ccc3OCOc3c2)c4ccccc4,46.65,10^-6 cm/s,Papp BA,-4.331,Log Papp BA,46.65,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K96915579,    ,O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,60.29,10^-6 cm/s,Papp AB,-4.22,Log Papp AB,60.29,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K96915579,    ,O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,35.6,10^-6 cm/s,Papp BA,-4.449,Log Papp BA,35.6,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K96915579,    ,O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,0.59,    ,ER,0.59,ER,0.59,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K33154316,    ,O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,25.2,10^-6 cm/s,Papp AB,-4.599,Log Papp AB,25.2,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K33154316,    ,O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,0.5,    ,ER,0.5,ER,0.5,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K33154316,    ,O=C1C[C@H](C(=O)N[C@@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,12.49,10^-6 cm/s,Papp BA,-4.903,Log Papp BA,12.49,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K35064926,    ,O=C1C[C@H](C(=O)N[C@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,27.91,10^-6 cm/s,Papp BA,-4.554,Log Papp BA,27.91,Caco-2,Papp (B-A),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K35064926,    ,O=C1C[C@H](C(=O)N[C@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,58.45,10^-6 cm/s,Papp AB,-4.233,Log Papp AB,58.45,Caco-2,Papp (A-B),https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
BRD-K35064926,    ,O=C1C[C@H](C(=O)N[C@H](C\C=C/C[C@H](N1)c2ccccc2)c3ccccc3)c4ccccc4,0.48,    ,ER,0.48,ER,0.48,Caco-2,Efflux Ratio,https://doi.org/10.1038/nchembio.2203,Journals,10.1038/nchembio.2203,"(Over et al., 2016)",2016
